title,table_number,cell_number,level,total,white,black,aian,asian,nhopi,sor,two,hispanic,sex,start_age,end_age,median_age
73 years,PCT12K,PCT012K076,tract,missing,N,N,Y,N,N,N,N,N,male,73,73,missing
74 years,PCT12K,PCT012K077,tract,missing,N,N,Y,N,N,N,N,N,male,74,74,missing
75 years,PCT12K,PCT012K078,tract,missing,N,N,Y,N,N,N,N,N,male,75,75,missing
76 years,PCT12K,PCT012K079,tract,missing,N,N,Y,N,N,N,N,N,male,76,76,missing
77 years,PCT12K,PCT012K080,tract,missing,N,N,Y,N,N,N,N,N,male,77,77,missing
78 years,PCT12K,PCT012K081,tract,missing,N,N,Y,N,N,N,N,N,male,78,78,missing
79 years,PCT12K,PCT012K082,tract,missing,N,N,Y,N,N,N,N,N,male,79,79,missing
80 years,PCT12K,PCT012K083,tract,missing,N,N,Y,N,N,N,N,N,male,80,80,missing
81 years,PCT12K,PCT012K084,tract,missing,N,N,Y,N,N,N,N,N,male,81,81,missing
82 years,PCT12K,PCT012K085,tract,missing,N,N,Y,N,N,N,N,N,male,82,82,missing
83 years,PCT12K,PCT012K086,tract,missing,N,N,Y,N,N,N,N,N,male,83,83,missing
84 years,PCT12K,PCT012K087,tract,missing,N,N,Y,N,N,N,N,N,male,84,84,missing
85 years,PCT12K,PCT012K088,tract,missing,N,N,Y,N,N,N,N,N,male,85,85,missing
86 years,PCT12K,PCT012K089,tract,missing,N,N,Y,N,N,N,N,N,male,86,86,missing
87 years,PCT12K,PCT012K090,tract,missing,N,N,Y,N,N,N,N,N,male,87,87,missing
88 years,PCT12K,PCT012K091,tract,missing,N,N,Y,N,N,N,N,N,male,88,88,missing
89 years,PCT12K,PCT012K092,tract,missing,N,N,Y,N,N,N,N,N,male,89,89,missing
90 years,PCT12K,PCT012K093,tract,missing,N,N,Y,N,N,N,N,N,male,90,90,missing
91 years,PCT12K,PCT012K094,tract,missing,N,N,Y,N,N,N,N,N,male,91,91,missing
92 years,PCT12K,PCT012K095,tract,missing,N,N,Y,N,N,N,N,N,male,92,92,missing
93 years,PCT12K,PCT012K096,tract,missing,N,N,Y,N,N,N,N,N,male,93,93,missing
94 years,PCT12K,PCT012K097,tract,missing,N,N,Y,N,N,N,N,N,male,94,94,missing
95 years,PCT12K,PCT012K098,tract,missing,N,N,Y,N,N,N,N,N,male,95,95,missing
96 years,PCT12K,PCT012K099,tract,missing,N,N,Y,N,N,N,N,N,male,96,96,missing
97 years,PCT12K,PCT012K100,tract,missing,N,N,Y,N,N,N,N,N,male,97,97,missing
98 years,PCT12K,PCT012K101,tract,missing,N,N,Y,N,N,N,N,N,male,98,98,missing
99 years,PCT12K,PCT012K102,tract,missing,N,N,Y,N,N,N,N,N,male,99,99,missing
100 to 104 years,PCT12K,PCT012K103,tract,missing,N,N,Y,N,N,N,N,N,male,100,104,missing
105 to 109 years,PCT12K,PCT012K104,tract,missing,N,N,Y,N,N,N,N,N,male,105,109,missing
110 years and over,PCT12K,PCT012K105,tract,missing,N,N,Y,N,N,N,N,N,male,110,110,missing
Under 1 year,PCT12K,PCT012K107,tract,missing,N,N,Y,N,N,N,N,N,female,0,0,missing
1 year,PCT12K,PCT012K108,tract,missing,N,N,Y,N,N,N,N,N,female,1,1,missing
2 years,PCT12K,PCT012K109,tract,missing,N,N,Y,N,N,N,N,N,female,2,2,missing
3 years,PCT12K,PCT012K110,tract,missing,N,N,Y,N,N,N,N,N,female,3,3,missing
4 years,PCT12K,PCT012K111,tract,missing,N,N,Y,N,N,N,N,N,female,4,4,missing
5 years,PCT12K,PCT012K112,tract,missing,N,N,Y,N,N,N,N,N,female,5,5,missing
6 years,PCT12K,PCT012K113,tract,missing,N,N,Y,N,N,N,N,N,female,6,6,missing
7 years,PCT12K,PCT012K114,tract,missing,N,N,Y,N,N,N,N,N,female,7,7,missing
8 years,PCT12K,PCT012K115,tract,missing,N,N,Y,N,N,N,N,N,female,8,8,missing
9 years,PCT12K,PCT012K116,tract,missing,N,N,Y,N,N,N,N,N,female,9,9,missing
10 years,PCT12K,PCT012K117,tract,missing,N,N,Y,N,N,N,N,N,female,10,10,missing
11 years,PCT12K,PCT012K118,tract,missing,N,N,Y,N,N,N,N,N,female,11,11,missing
12 years,PCT12K,PCT012K119,tract,missing,N,N,Y,N,N,N,N,N,female,12,12,missing
13 years,PCT12K,PCT012K120,tract,missing,N,N,Y,N,N,N,N,N,female,13,13,missing
14 years,PCT12K,PCT012K121,tract,missing,N,N,Y,N,N,N,N,N,female,14,14,missing
15 years,PCT12K,PCT012K122,tract,missing,N,N,Y,N,N,N,N,N,female,15,15,missing
16 years,PCT12K,PCT012K123,tract,missing,N,N,Y,N,N,N,N,N,female,16,16,missing
17 years,PCT12K,PCT012K124,tract,missing,N,N,Y,N,N,N,N,N,female,17,17,missing
18 years,PCT12K,PCT012K125,tract,missing,N,N,Y,N,N,N,N,N,female,18,18,missing
19 years,PCT12K,PCT012K126,tract,missing,N,N,Y,N,N,N,N,N,female,19,19,missing
20 years,PCT12K,PCT012K127,tract,missing,N,N,Y,N,N,N,N,N,female,20,20,missing
21 years,PCT12K,PCT012K128,tract,missing,N,N,Y,N,N,N,N,N,female,21,21,missing
22 years,PCT12K,PCT012K129,tract,missing,N,N,Y,N,N,N,N,N,female,22,22,missing
23 years,PCT12K,PCT012K130,tract,missing,N,N,Y,N,N,N,N,N,female,23,23,missing
24 years,PCT12K,PCT012K131,tract,missing,N,N,Y,N,N,N,N,N,female,24,24,missing
25 years,PCT12K,PCT012K132,tract,missing,N,N,Y,N,N,N,N,N,female,25,25,missing
26 years,PCT12K,PCT012K133,tract,missing,N,N,Y,N,N,N,N,N,female,26,26,missing
27 years,PCT12K,PCT012K134,tract,missing,N,N,Y,N,N,N,N,N,female,27,27,missing
28 years,PCT12K,PCT012K135,tract,missing,N,N,Y,N,N,N,N,N,female,28,28,missing
29 years,PCT12K,PCT012K136,tract,missing,N,N,Y,N,N,N,N,N,female,29,29,missing
30 years,PCT12K,PCT012K137,tract,missing,N,N,Y,N,N,N,N,N,female,30,30,missing
31 years,PCT12K,PCT012K138,tract,missing,N,N,Y,N,N,N,N,N,female,31,31,missing
32 years,PCT12K,PCT012K139,tract,missing,N,N,Y,N,N,N,N,N,female,32,32,missing
33 years,PCT12K,PCT012K140,tract,missing,N,N,Y,N,N,N,N,N,female,33,33,missing
34 years,PCT12K,PCT012K141,tract,missing,N,N,Y,N,N,N,N,N,female,34,34,missing
35 years,PCT12K,PCT012K142,tract,missing,N,N,Y,N,N,N,N,N,female,35,35,missing
36 years,PCT12K,PCT012K143,tract,missing,N,N,Y,N,N,N,N,N,female,36,36,missing
37 years,PCT12K,PCT012K144,tract,missing,N,N,Y,N,N,N,N,N,female,37,37,missing
38 years,PCT12K,PCT012K145,tract,missing,N,N,Y,N,N,N,N,N,female,38,38,missing
39 years,PCT12K,PCT012K146,tract,missing,N,N,Y,N,N,N,N,N,female,39,39,missing
40 years,PCT12K,PCT012K147,tract,missing,N,N,Y,N,N,N,N,N,female,40,40,missing
41 years,PCT12K,PCT012K148,tract,missing,N,N,Y,N,N,N,N,N,female,41,41,missing
42 years,PCT12K,PCT012K149,tract,missing,N,N,Y,N,N,N,N,N,female,42,42,missing
43 years,PCT12K,PCT012K150,tract,missing,N,N,Y,N,N,N,N,N,female,43,43,missing
44 years,PCT12K,PCT012K151,tract,missing,N,N,Y,N,N,N,N,N,female,44,44,missing
45 years,PCT12K,PCT012K152,tract,missing,N,N,Y,N,N,N,N,N,female,45,45,missing
46 years,PCT12K,PCT012K153,tract,missing,N,N,Y,N,N,N,N,N,female,46,46,missing
47 years,PCT12K,PCT012K154,tract,missing,N,N,Y,N,N,N,N,N,female,47,47,missing
48 years,PCT12K,PCT012K155,tract,missing,N,N,Y,N,N,N,N,N,female,48,48,missing
49 years,PCT12K,PCT012K156,tract,missing,N,N,Y,N,N,N,N,N,female,49,49,missing
50 years,PCT12K,PCT012K157,tract,missing,N,N,Y,N,N,N,N,N,female,50,50,missing
51 years,PCT12K,PCT012K158,tract,missing,N,N,Y,N,N,N,N,N,female,51,51,missing
52 years,PCT12K,PCT012K159,tract,missing,N,N,Y,N,N,N,N,N,female,52,52,missing
53 years,PCT12K,PCT012K160,tract,missing,N,N,Y,N,N,N,N,N,female,53,53,missing
54 years,PCT12K,PCT012K161,tract,missing,N,N,Y,N,N,N,N,N,female,54,54,missing
55 years,PCT12K,PCT012K162,tract,missing,N,N,Y,N,N,N,N,N,female,55,55,missing
56 years,PCT12K,PCT012K163,tract,missing,N,N,Y,N,N,N,N,N,female,56,56,missing
57 years,PCT12K,PCT012K164,tract,missing,N,N,Y,N,N,N,N,N,female,57,57,missing
58 years,PCT12K,PCT012K165,tract,missing,N,N,Y,N,N,N,N,N,female,58,58,missing
59 years,PCT12K,PCT012K166,tract,missing,N,N,Y,N,N,N,N,N,female,59,59,missing
60 years,PCT12K,PCT012K167,tract,missing,N,N,Y,N,N,N,N,N,female,60,60,missing
61 years,PCT12K,PCT012K168,tract,missing,N,N,Y,N,N,N,N,N,female,61,61,missing
62 years,PCT12K,PCT012K169,tract,missing,N,N,Y,N,N,N,N,N,female,62,62,missing
63 years,PCT12K,PCT012K170,tract,missing,N,N,Y,N,N,N,N,N,female,63,63,missing
64 years,PCT12K,PCT012K171,tract,missing,N,N,Y,N,N,N,N,N,female,64,64,missing
65 years,PCT12K,PCT012K172,tract,missing,N,N,Y,N,N,N,N,N,female,65,65,missing
66 years,PCT12K,PCT012K173,tract,missing,N,N,Y,N,N,N,N,N,female,66,66,missing
67 years,PCT12K,PCT012K174,tract,missing,N,N,Y,N,N,N,N,N,female,67,67,missing
68 years,PCT12K,PCT012K175,tract,missing,N,N,Y,N,N,N,N,N,female,68,68,missing
69 years,PCT12K,PCT012K176,tract,missing,N,N,Y,N,N,N,N,N,female,69,69,missing
70 years,PCT12K,PCT012K177,tract,missing,N,N,Y,N,N,N,N,N,female,70,70,missing
71 years,PCT12K,PCT012K178,tract,missing,N,N,Y,N,N,N,N,N,female,71,71,missing
72 years,PCT12K,PCT012K179,tract,missing,N,N,Y,N,N,N,N,N,female,72,72,missing
73 years,PCT12K,PCT012K180,tract,missing,N,N,Y,N,N,N,N,N,female,73,73,missing
74 years,PCT12K,PCT012K181,tract,missing,N,N,Y,N,N,N,N,N,female,74,74,missing
75 years,PCT12K,PCT012K182,tract,missing,N,N,Y,N,N,N,N,N,female,75,75,missing
76 years,PCT12K,PCT012K183,tract,missing,N,N,Y,N,N,N,N,N,female,76,76,missing
77 years,PCT12K,PCT012K184,tract,missing,N,N,Y,N,N,N,N,N,female,77,77,missing
78 years,PCT12K,PCT012K185,tract,missing,N,N,Y,N,N,N,N,N,female,78,78,missing
79 years,PCT12K,PCT012K186,tract,missing,N,N,Y,N,N,N,N,N,female,79,79,missing
80 years,PCT12K,PCT012K187,tract,missing,N,N,Y,N,N,N,N,N,female,80,80,missing
81 years,PCT12K,PCT012K188,tract,missing,N,N,Y,N,N,N,N,N,female,81,81,missing
82 years,PCT12K,PCT012K189,tract,missing,N,N,Y,N,N,N,N,N,female,82,82,missing
83 years,PCT12K,PCT012K190,tract,missing,N,N,Y,N,N,N,N,N,female,83,83,missing
84 years,PCT12K,PCT012K191,tract,missing,N,N,Y,N,N,N,N,N,female,84,84,missing
85 years,PCT12K,PCT012K192,tract,missing,N,N,Y,N,N,N,N,N,female,85,85,missing
86 years,PCT12K,PCT012K193,tract,missing,N,N,Y,N,N,N,N,N,female,86,86,missing
87 years,PCT12K,PCT012K194,tract,missing,N,N,Y,N,N,N,N,N,female,87,87,missing
88 years,PCT12K,PCT012K195,tract,missing,N,N,Y,N,N,N,N,N,female,88,88,missing
89 years,PCT12K,PCT012K196,tract,missing,N,N,Y,N,N,N,N,N,female,89,89,missing
90 years,PCT12K,PCT012K197,tract,missing,N,N,Y,N,N,N,N,N,female,90,90,missing
91 years,PCT12K,PCT012K198,tract,missing,N,N,Y,N,N,N,N,N,female,91,91,missing
92 years,PCT12K,PCT012K199,tract,missing,N,N,Y,N,N,N,N,N,female,92,92,missing
93 years,PCT12K,PCT012K200,tract,missing,N,N,Y,N,N,N,N,N,female,93,93,missing
94 years,PCT12K,PCT012K201,tract,missing,N,N,Y,N,N,N,N,N,female,94,94,missing
95 years,PCT12K,PCT012K202,tract,missing,N,N,Y,N,N,N,N,N,female,95,95,missing
96 years,PCT12K,PCT012K203,tract,missing,N,N,Y,N,N,N,N,N,female,96,96,missing
97 years,PCT12K,PCT012K204,tract,missing,N,N,Y,N,N,N,N,N,female,97,97,missing
98 years,PCT12K,PCT012K205,tract,missing,N,N,Y,N,N,N,N,N,female,98,98,missing
99 years,PCT12K,PCT012K206,tract,missing,N,N,Y,N,N,N,N,N,female,99,99,missing
100 to 104 years,PCT12K,PCT012K207,tract,missing,N,N,Y,N,N,N,N,N,female,100,104,missing
105 to 109 years,PCT12K,PCT012K208,tract,missing,N,N,Y,N,N,N,N,N,female,105,109,missing
110 years and over,PCT12K,PCT012K209,tract,missing,N,N,Y,N,N,N,N,N,female,110,110,missing
Under 1 year,PCT12L,PCT012L003,tract,missing,N,N,N,Y,N,N,N,N,male,0,0,missing
1 year,PCT12L,PCT012L004,tract,missing,N,N,N,Y,N,N,N,N,male,1,1,missing
2 years,PCT12L,PCT012L005,tract,missing,N,N,N,Y,N,N,N,N,male,2,2,missing
3 years,PCT12L,PCT012L006,tract,missing,N,N,N,Y,N,N,N,N,male,3,3,missing
4 years,PCT12L,PCT012L007,tract,missing,N,N,N,Y,N,N,N,N,male,4,4,missing
5 years,PCT12L,PCT012L008,tract,missing,N,N,N,Y,N,N,N,N,male,5,5,missing
6 years,PCT12L,PCT012L009,tract,missing,N,N,N,Y,N,N,N,N,male,6,6,missing
7 years,PCT12L,PCT012L010,tract,missing,N,N,N,Y,N,N,N,N,male,7,7,missing
8 years,PCT12L,PCT012L011,tract,missing,N,N,N,Y,N,N,N,N,male,8,8,missing
9 years,PCT12L,PCT012L012,tract,missing,N,N,N,Y,N,N,N,N,male,9,9,missing
10 years,PCT12L,PCT012L013,tract,missing,N,N,N,Y,N,N,N,N,male,10,10,missing
11 years,PCT12L,PCT012L014,tract,missing,N,N,N,Y,N,N,N,N,male,11,11,missing
12 years,PCT12L,PCT012L015,tract,missing,N,N,N,Y,N,N,N,N,male,12,12,missing
13 years,PCT12L,PCT012L016,tract,missing,N,N,N,Y,N,N,N,N,male,13,13,missing
14 years,PCT12L,PCT012L017,tract,missing,N,N,N,Y,N,N,N,N,male,14,14,missing
15 years,PCT12L,PCT012L018,tract,missing,N,N,N,Y,N,N,N,N,male,15,15,missing
16 years,PCT12L,PCT012L019,tract,missing,N,N,N,Y,N,N,N,N,male,16,16,missing
17 years,PCT12L,PCT012L020,tract,missing,N,N,N,Y,N,N,N,N,male,17,17,missing
18 years,PCT12L,PCT012L021,tract,missing,N,N,N,Y,N,N,N,N,male,18,18,missing
19 years,PCT12L,PCT012L022,tract,missing,N,N,N,Y,N,N,N,N,male,19,19,missing
20 years,PCT12L,PCT012L023,tract,missing,N,N,N,Y,N,N,N,N,male,20,20,missing
21 years,PCT12L,PCT012L024,tract,missing,N,N,N,Y,N,N,N,N,male,21,21,missing
22 years,PCT12L,PCT012L025,tract,missing,N,N,N,Y,N,N,N,N,male,22,22,missing
23 years,PCT12L,PCT012L026,tract,missing,N,N,N,Y,N,N,N,N,male,23,23,missing
24 years,PCT12L,PCT012L027,tract,missing,N,N,N,Y,N,N,N,N,male,24,24,missing
25 years,PCT12L,PCT012L028,tract,missing,N,N,N,Y,N,N,N,N,male,25,25,missing
26 years,PCT12L,PCT012L029,tract,missing,N,N,N,Y,N,N,N,N,male,26,26,missing
27 years,PCT12L,PCT012L030,tract,missing,N,N,N,Y,N,N,N,N,male,27,27,missing
28 years,PCT12L,PCT012L031,tract,missing,N,N,N,Y,N,N,N,N,male,28,28,missing
29 years,PCT12L,PCT012L032,tract,missing,N,N,N,Y,N,N,N,N,male,29,29,missing
30 years,PCT12L,PCT012L033,tract,missing,N,N,N,Y,N,N,N,N,male,30,30,missing
31 years,PCT12L,PCT012L034,tract,missing,N,N,N,Y,N,N,N,N,male,31,31,missing
32 years,PCT12L,PCT012L035,tract,missing,N,N,N,Y,N,N,N,N,male,32,32,missing
33 years,PCT12L,PCT012L036,tract,missing,N,N,N,Y,N,N,N,N,male,33,33,missing
34 years,PCT12L,PCT012L037,tract,missing,N,N,N,Y,N,N,N,N,male,34,34,missing
35 years,PCT12L,PCT012L038,tract,missing,N,N,N,Y,N,N,N,N,male,35,35,missing
36 years,PCT12L,PCT012L039,tract,missing,N,N,N,Y,N,N,N,N,male,36,36,missing
37 years,PCT12L,PCT012L040,tract,missing,N,N,N,Y,N,N,N,N,male,37,37,missing
38 years,PCT12L,PCT012L041,tract,missing,N,N,N,Y,N,N,N,N,male,38,38,missing
39 years,PCT12L,PCT012L042,tract,missing,N,N,N,Y,N,N,N,N,male,39,39,missing
40 years,PCT12L,PCT012L043,tract,missing,N,N,N,Y,N,N,N,N,male,40,40,missing
41 years,PCT12L,PCT012L044,tract,missing,N,N,N,Y,N,N,N,N,male,41,41,missing
42 years,PCT12L,PCT012L045,tract,missing,N,N,N,Y,N,N,N,N,male,42,42,missing
43 years,PCT12L,PCT012L046,tract,missing,N,N,N,Y,N,N,N,N,male,43,43,missing
44 years,PCT12L,PCT012L047,tract,missing,N,N,N,Y,N,N,N,N,male,44,44,missing
45 years,PCT12L,PCT012L048,tract,missing,N,N,N,Y,N,N,N,N,male,45,45,missing
46 years,PCT12L,PCT012L049,tract,missing,N,N,N,Y,N,N,N,N,male,46,46,missing
47 years,PCT12L,PCT012L050,tract,missing,N,N,N,Y,N,N,N,N,male,47,47,missing
48 years,PCT12L,PCT012L051,tract,missing,N,N,N,Y,N,N,N,N,male,48,48,missing
49 years,PCT12L,PCT012L052,tract,missing,N,N,N,Y,N,N,N,N,male,49,49,missing
50 years,PCT12L,PCT012L053,tract,missing,N,N,N,Y,N,N,N,N,male,50,50,missing
51 years,PCT12L,PCT012L054,tract,missing,N,N,N,Y,N,N,N,N,male,51,51,missing
52 years,PCT12L,PCT012L055,tract,missing,N,N,N,Y,N,N,N,N,male,52,52,missing
53 years,PCT12L,PCT012L056,tract,missing,N,N,N,Y,N,N,N,N,male,53,53,missing
54 years,PCT12L,PCT012L057,tract,missing,N,N,N,Y,N,N,N,N,male,54,54,missing
55 years,PCT12L,PCT012L058,tract,missing,N,N,N,Y,N,N,N,N,male,55,55,missing
56 years,PCT12L,PCT012L059,tract,missing,N,N,N,Y,N,N,N,N,male,56,56,missing
57 years,PCT12L,PCT012L060,tract,missing,N,N,N,Y,N,N,N,N,male,57,57,missing
58 years,PCT12L,PCT012L061,tract,missing,N,N,N,Y,N,N,N,N,male,58,58,missing
59 years,PCT12L,PCT012L062,tract,missing,N,N,N,Y,N,N,N,N,male,59,59,missing
60 years,PCT12L,PCT012L063,tract,missing,N,N,N,Y,N,N,N,N,male,60,60,missing
61 years,PCT12L,PCT012L064,tract,missing,N,N,N,Y,N,N,N,N,male,61,61,missing
62 years,PCT12L,PCT012L065,tract,missing,N,N,N,Y,N,N,N,N,male,62,62,missing
63 years,PCT12L,PCT012L066,tract,missing,N,N,N,Y,N,N,N,N,male,63,63,missing
64 years,PCT12L,PCT012L067,tract,missing,N,N,N,Y,N,N,N,N,male,64,64,missing
65 years,PCT12L,PCT012L068,tract,missing,N,N,N,Y,N,N,N,N,male,65,65,missing
66 years,PCT12L,PCT012L069,tract,missing,N,N,N,Y,N,N,N,N,male,66,66,missing
67 years,PCT12L,PCT012L070,tract,missing,N,N,N,Y,N,N,N,N,male,67,67,missing
68 years,PCT12L,PCT012L071,tract,missing,N,N,N,Y,N,N,N,N,male,68,68,missing
69 years,PCT12L,PCT012L072,tract,missing,N,N,N,Y,N,N,N,N,male,69,69,missing
70 years,PCT12L,PCT012L073,tract,missing,N,N,N,Y,N,N,N,N,male,70,70,missing
71 years,PCT12L,PCT012L074,tract,missing,N,N,N,Y,N,N,N,N,male,71,71,missing
72 years,PCT12L,PCT012L075,tract,missing,N,N,N,Y,N,N,N,N,male,72,72,missing
73 years,PCT12L,PCT012L076,tract,missing,N,N,N,Y,N,N,N,N,male,73,73,missing
74 years,PCT12L,PCT012L077,tract,missing,N,N,N,Y,N,N,N,N,male,74,74,missing
75 years,PCT12L,PCT012L078,tract,missing,N,N,N,Y,N,N,N,N,male,75,75,missing
76 years,PCT12L,PCT012L079,tract,missing,N,N,N,Y,N,N,N,N,male,76,76,missing
77 years,PCT12L,PCT012L080,tract,missing,N,N,N,Y,N,N,N,N,male,77,77,missing
78 years,PCT12L,PCT012L081,tract,missing,N,N,N,Y,N,N,N,N,male,78,78,missing
79 years,PCT12L,PCT012L082,tract,missing,N,N,N,Y,N,N,N,N,male,79,79,missing
80 years,PCT12L,PCT012L083,tract,missing,N,N,N,Y,N,N,N,N,male,80,80,missing
81 years,PCT12L,PCT012L084,tract,missing,N,N,N,Y,N,N,N,N,male,81,81,missing
82 years,PCT12L,PCT012L085,tract,missing,N,N,N,Y,N,N,N,N,male,82,82,missing
83 years,PCT12L,PCT012L086,tract,missing,N,N,N,Y,N,N,N,N,male,83,83,missing
84 years,PCT12L,PCT012L087,tract,missing,N,N,N,Y,N,N,N,N,male,84,84,missing
85 years,PCT12L,PCT012L088,tract,missing,N,N,N,Y,N,N,N,N,male,85,85,missing
86 years,PCT12L,PCT012L089,tract,missing,N,N,N,Y,N,N,N,N,male,86,86,missing
87 years,PCT12L,PCT012L090,tract,missing,N,N,N,Y,N,N,N,N,male,87,87,missing
88 years,PCT12L,PCT012L091,tract,missing,N,N,N,Y,N,N,N,N,male,88,88,missing
89 years,PCT12L,PCT012L092,tract,missing,N,N,N,Y,N,N,N,N,male,89,89,missing
90 years,PCT12L,PCT012L093,tract,missing,N,N,N,Y,N,N,N,N,male,90,90,missing
91 years,PCT12L,PCT012L094,tract,missing,N,N,N,Y,N,N,N,N,male,91,91,missing
92 years,PCT12L,PCT012L095,tract,missing,N,N,N,Y,N,N,N,N,male,92,92,missing
93 years,PCT12L,PCT012L096,tract,missing,N,N,N,Y,N,N,N,N,male,93,93,missing
94 years,PCT12L,PCT012L097,tract,missing,N,N,N,Y,N,N,N,N,male,94,94,missing
95 years,PCT12L,PCT012L098,tract,missing,N,N,N,Y,N,N,N,N,male,95,95,missing
96 years,PCT12L,PCT012L099,tract,missing,N,N,N,Y,N,N,N,N,male,96,96,missing
97 years,PCT12L,PCT012L100,tract,missing,N,N,N,Y,N,N,N,N,male,97,97,missing
98 years,PCT12L,PCT012L101,tract,missing,N,N,N,Y,N,N,N,N,male,98,98,missing
99 years,PCT12L,PCT012L102,tract,missing,N,N,N,Y,N,N,N,N,male,99,99,missing
100 to 104 years,PCT12L,PCT012L103,tract,missing,N,N,N,Y,N,N,N,N,male,100,104,missing
105 to 109 years,PCT12L,PCT012L104,tract,missing,N,N,N,Y,N,N,N,N,male,105,109,missing
110 years and over,PCT12L,PCT012L105,tract,missing,N,N,N,Y,N,N,N,N,male,110,110,missing
Under 1 year,PCT12L,PCT012L107,tract,missing,N,N,N,Y,N,N,N,N,female,0,0,missing
1 year,PCT12L,PCT012L108,tract,missing,N,N,N,Y,N,N,N,N,female,1,1,missing
2 years,PCT12L,PCT012L109,tract,missing,N,N,N,Y,N,N,N,N,female,2,2,missing
3 years,PCT12L,PCT012L110,tract,missing,N,N,N,Y,N,N,N,N,female,3,3,missing
4 years,PCT12L,PCT012L111,tract,missing,N,N,N,Y,N,N,N,N,female,4,4,missing
5 years,PCT12L,PCT012L112,tract,missing,N,N,N,Y,N,N,N,N,female,5,5,missing
6 years,PCT12L,PCT012L113,tract,missing,N,N,N,Y,N,N,N,N,female,6,6,missing
7 years,PCT12L,PCT012L114,tract,missing,N,N,N,Y,N,N,N,N,female,7,7,missing
8 years,PCT12L,PCT012L115,tract,missing,N,N,N,Y,N,N,N,N,female,8,8,missing
9 years,PCT12L,PCT012L116,tract,missing,N,N,N,Y,N,N,N,N,female,9,9,missing
10 years,PCT12L,PCT012L117,tract,missing,N,N,N,Y,N,N,N,N,female,10,10,missing
11 years,PCT12L,PCT012L118,tract,missing,N,N,N,Y,N,N,N,N,female,11,11,missing
12 years,PCT12L,PCT012L119,tract,missing,N,N,N,Y,N,N,N,N,female,12,12,missing
13 years,PCT12L,PCT012L120,tract,missing,N,N,N,Y,N,N,N,N,female,13,13,missing
14 years,PCT12L,PCT012L121,tract,missing,N,N,N,Y,N,N,N,N,female,14,14,missing
15 years,PCT12L,PCT012L122,tract,missing,N,N,N,Y,N,N,N,N,female,15,15,missing
16 years,PCT12L,PCT012L123,tract,missing,N,N,N,Y,N,N,N,N,female,16,16,missing
17 years,PCT12L,PCT012L124,tract,missing,N,N,N,Y,N,N,N,N,female,17,17,missing
18 years,PCT12L,PCT012L125,tract,missing,N,N,N,Y,N,N,N,N,female,18,18,missing
19 years,PCT12L,PCT012L126,tract,missing,N,N,N,Y,N,N,N,N,female,19,19,missing
20 years,PCT12L,PCT012L127,tract,missing,N,N,N,Y,N,N,N,N,female,20,20,missing
21 years,PCT12L,PCT012L128,tract,missing,N,N,N,Y,N,N,N,N,female,21,21,missing
22 years,PCT12L,PCT012L129,tract,missing,N,N,N,Y,N,N,N,N,female,22,22,missing
23 years,PCT12L,PCT012L130,tract,missing,N,N,N,Y,N,N,N,N,female,23,23,missing
24 years,PCT12L,PCT012L131,tract,missing,N,N,N,Y,N,N,N,N,female,24,24,missing
25 years,PCT12L,PCT012L132,tract,missing,N,N,N,Y,N,N,N,N,female,25,25,missing
26 years,PCT12L,PCT012L133,tract,missing,N,N,N,Y,N,N,N,N,female,26,26,missing
27 years,PCT12L,PCT012L134,tract,missing,N,N,N,Y,N,N,N,N,female,27,27,missing
28 years,PCT12L,PCT012L135,tract,missing,N,N,N,Y,N,N,N,N,female,28,28,missing
29 years,PCT12L,PCT012L136,tract,missing,N,N,N,Y,N,N,N,N,female,29,29,missing
30 years,PCT12L,PCT012L137,tract,missing,N,N,N,Y,N,N,N,N,female,30,30,missing
31 years,PCT12L,PCT012L138,tract,missing,N,N,N,Y,N,N,N,N,female,31,31,missing
32 years,PCT12L,PCT012L139,tract,missing,N,N,N,Y,N,N,N,N,female,32,32,missing
33 years,PCT12L,PCT012L140,tract,missing,N,N,N,Y,N,N,N,N,female,33,33,missing
34 years,PCT12L,PCT012L141,tract,missing,N,N,N,Y,N,N,N,N,female,34,34,missing
35 years,PCT12L,PCT012L142,tract,missing,N,N,N,Y,N,N,N,N,female,35,35,missing
36 years,PCT12L,PCT012L143,tract,missing,N,N,N,Y,N,N,N,N,female,36,36,missing
37 years,PCT12L,PCT012L144,tract,missing,N,N,N,Y,N,N,N,N,female,37,37,missing
38 years,PCT12L,PCT012L145,tract,missing,N,N,N,Y,N,N,N,N,female,38,38,missing
39 years,PCT12L,PCT012L146,tract,missing,N,N,N,Y,N,N,N,N,female,39,39,missing
40 years,PCT12L,PCT012L147,tract,missing,N,N,N,Y,N,N,N,N,female,40,40,missing
41 years,PCT12L,PCT012L148,tract,missing,N,N,N,Y,N,N,N,N,female,41,41,missing
42 years,PCT12L,PCT012L149,tract,missing,N,N,N,Y,N,N,N,N,female,42,42,missing
43 years,PCT12L,PCT012L150,tract,missing,N,N,N,Y,N,N,N,N,female,43,43,missing
44 years,PCT12L,PCT012L151,tract,missing,N,N,N,Y,N,N,N,N,female,44,44,missing
45 years,PCT12L,PCT012L152,tract,missing,N,N,N,Y,N,N,N,N,female,45,45,missing
46 years,PCT12L,PCT012L153,tract,missing,N,N,N,Y,N,N,N,N,female,46,46,missing
